sro,serial,village_hi,category,road_hi,note
bkt,160,मोहम्मदपुर मजरा,link,,p58: digit unclear 86? (2nd glyph odd); last token 391 printed split across pages ('3' on p58 + '91' on p59); cell continues on next page
bkt,160,मोहम्मदपुर मजरा,link,,p59: first printed '91' is tail of 391 recorded on p58
bkt,160,मोहम्मदपुर मजरा,abadi,,p58: no numbers; cell text: ग्राम के लगभग समस्त गाटो के आस- पास आबादी विकसित है। वर्तमान मे ग्राम नगर निगम सीमा के अन्तर्गत आता है।
bkt,164,मानपुरलाला,nh,,p59: cell continues on next page
bkt,164,मानपुरलाला,nh,,"p60: 'मि.' printed with trailing dot, recorded as मि; last token 299 printed split across pages ('2' on p60 + '99' on p61); cell continues on next page"
bkt,164,मानपुरलाला,nh,,p61: first printed '99' is tail of 299 recorded on p60
bkt,164,मानपुरलाला,link,,p59: last token 887 printed split across pages ('8' on p59 + '87' on p60); cell continues on next page
bkt,164,मानपुरलाला,link,,p60: first printed '87' is tail of 887 recorded on p59
bkt,164,मानपुरलाला,abadi,,p59: last token 42 printed split across pages ('4' on p59 + '2' on p60); cell continues on next page
bkt,164,मानपुरलाला,abadi,,"p60: first printed '2' is tail of 42 recorded on p59; '379,8' + '886' joins to 8886 as printed (possibly 886 with stray 8)"
bkt,166,मिश्रपुर,link,,"p61: cell continues on next page (p62, outside this range); last token '4' is incomplete; 462 joined across p61/p62"
bkt,166,मिश्रपुर,link,,p62: first token 62 likely tail of a number split from previous page
bkt,166,मिश्रपुर,abadi,,p61: no numbers; cell text (continues on p62): ग्राम के लगभग समस्त गाटो के आस- पास आबादी विकसित है। वर्तमान मे ग्राम नगर ...
bkt,166,मिश्रपुर,abadi,,p62: cell text: निगम सीमा के अन्तर्गत आता है।
bkt,168,मिर्जापुर,link,,p62: cell continues on next page
bkt,168,मिर्जापुर,abadi,,p62: cell text: ग्राम के लगभग समस्त गाटो के आस–पास आबादी विकसित है।
bkt,168,मिर्जापुर,abadi,,p63: cell text: वर्तमान मे ग्राम नगर निगम सीमा के अन्तर्गत आता है।
bkt,169,यकड़रिया कला,link,,p63: abbreviated tokens kept as printed (e.g. 79 after 3780); cell continues on next page (last token split); 2046 joined across p63/p64
bkt,169,यकड़रिया कला,link,,"p64: first token 046 is tail of number split from previous page (2+046); separator after 832 printed as '.'; last token split, continues next page; 2576 joined across p64/p65"
bkt,169,यकड़रिया कला,link,,p65: first token 76 is tail of number split from previous page (25+76)
bkt,171,रायपुर बाबू,link,,p65: cell continues on next page
bkt,171,रायपुर बाबू,link,,p81: page begins mid-village; serials jump from 133 (p80) to 172 on this page
bkt,172,रामपुर निस्फ,abadi,,p81: no numbers; text: ग्राम के लगभग समस्त गाटो के आस-पास आबादी विकसित है। वर्तमान मे ग्राम नगर निगम सीमा के अन्तर्गत आता है।
bkt,173,रामपुर देवरई,district,,p81: '617618' printed without comma across line wrap (likely 617;618); printed '953 / 388' kept as one token
bkt,173,रामपुर देवरई,abadi,,p81: cell continues next page
bkt,176,राजापुर इन्दौरा,nh,,"p82: last number split across pages (""3""+""54""=354) recorded on p83"
bkt,176,राजापुर इन्दौरा,nh,,"p83: first number 354 joined from ""3"" at end of p82"
bkt,178,रसूलपुर सादात,abadi,,p83: abadi cell text (no numbers): ग्राम के लगभग समस्त गाटो के आस-पास आबादी विकसित है। वर्तमान मे ग्राम नगर निगम सीमा के अन्तर्गत आता है।
bkt,179,रसूलपुर कायस्थ,abadi,,p83: abadi cell text (no numbers): ग्राम के लगभग समस्त गाटो के आस-पास आबादी विकसित है। वर्तमान मे ग्राम नगर निगम सीमा के अन्तर्गत आता है।
bkt,180,रजौली,link,,"p84: serial 180 रजौली continued; last number split across pages (""7""+""00""=700) recorded on p85"
bkt,180,रजौली,link,,"p85: number joined from ""7"" at end of p84 + ""00"" (serial 180 रजौली)"
bkt,181,रैथा,link,,"p85: printed ""8,,9"" (double comma); ""69"" printed as-is; last number split across pages (""71""+next) recorded on p86"
bkt,181,रैथा,link,,"p86: serial 181 रैथा continued; first number 713 joined from ""71"" at end of p85; printed ""12031204"" (missing comma) split as 1203;1204"
bkt,181,रैथा,link,,"p87: serial 181 रैथा continued; ""114"" printed as-is (11+4 across line; maybe 1114)"
bkt,183,रूदही,link,,p87: continues on next page
bkt,183,रूदही,link,,p90: serial 183 रूदही continued
bkt,183,रूदही,abadi,,p87: continues on next page
bkt,183,रूदही,abadi,,p90: serial 183 रूदही continued
bkt,184,लोधौली,link,,"p90: last number split across pages (""1""+""22""=122) recorded on p91"
bkt,184,लोधौली,link,,"p91: serial 184 लोधौली continued; first number 122 joined from ""1"" at end of p90"
bkt,184,लोधौली,abadi,,p90: continues on next page
bkt,184,लोधौली,abadi,,p91: serial 184 लोधौली continued
bkt,187,सरैया,link,,"p91: last number split across pages (""3""+next) recorded on p92"
bkt,187,सरैया,link,,"p92: serial 187 सरैया continued; first number 321 joined from ""3"" at end of p91"
bkt,192,सैरपुर,link,,p93: serial 192 सैरपुर continued
bkt,193,सैदापुर,link,,"p93: ""919"" printed as-is (odd in sequence)"
bkt,195,सैदपुर जागीर,link,,"p93: last number ""13"" cut at page end, continues on p94; 137 joined across p93/p94"
bkt,195,सैदपुर जागीर,link,,p94: first token 7 is tail of a number wrapped from previous page
bkt,195,सैदपुर जागीर,abadi,,p93: abadi cell text (no numbers): ग्राम के लगभग समस्त गाटो के आस-पास आबादी विकसित है। वर्तमान मे ग्राम नगर निगम सीमा के अन्तर्गत ... (continues on p94)
bkt,195,सैदपुर जागीर,abadi,,p94: cell text only: आता है। (end of sentence continued from previous page)
bkt,196,सरकपुर,link,,p94: last token 2 wraps onto next page (joined with first digits of p95); 91 printed after 8 (as printed); 296 joined across p94/p95
bkt,196,सरकपुर,link,,p95: first token 96 is tail of number wrapped from p94 (2+96 = 296); village 196 सरकपुर continued
bkt,198,सरौरा,link,,p95: last token 1 wraps onto p96; 134 joined across p95/p96
bkt,198,सरौरा,link,,p96: first token 34 is tail of number wrapped from p95 (1+34 = 134); village 198 सरौरा continued; 9001 as printed (possibly 1001)
bkt,198,सरौरा,link,,p97: village 198 सरौरा continued; 1013 printed twice
bkt,199,सुल्तानपुर,link,,p97: remark: चकबन्दी (cell reads chakbandi/consolidation; no khasra listed)
bkt,200,सुवंशीपुर,link,,p98: village 200 सुवंशीपुर continued
bkt,200,सुवंशीपुर,abadi,,p97: last token 3 wraps onto p98; 98 printed twice; 391 joined across p97/p98
bkt,200,सुवंशीपुर,abadi,,p98: first token 91 is tail of number wrapped from p97 (3+91 = 391); village 200 सुवंशीपुर continued
bkt,202,साधूपुर,link,,p98: last token 9 wraps onto p99; 99 joined across p98/p99
bkt,202,साधूपुर,link,,p99: first token 9 is tail of number wrapped from p98 (9+9 = 99); village 202 साधूपुर continued
bkt,203,सोनवा,link,,p99: last token 4 wraps onto p100; 468 joined across p99/p100
bkt,203,सोनवा,link,,p100: first token 68 is tail of number wrapped from p99 (4+68 = 468); village 203 सोनवा continued
bkt,203,सोनवा,abadi,,p100: village 203 सोनवा continued
bkt,208,शेखपुर,district,,p101: cell continues on p102
bkt,208,शेखपुर,district,,p102: village 208 शेखपुर continued
bkt,211,शिवपुरी,link,,p102: remark: चकबन्दी (cell reads chakbandi/consolidation; no khasra listed)
bkt,214,हेमी,link,,p103: last token 65 wraps onto p104; 655 joined across p103/p104
bkt,214,हेमी,link,,p104: first token 5 is tail of number wrapped from p103 (65+5 = 655); village 214 हेमी continued
bkt,214,हेमी,abadi,,p103: 2024 as printed (possibly 204)
bkt,217,हरधौरपुर,nh,,p104: cell continues on p105
bkt,217,हरधौरपुर,nh,,p105: village 217 हरधौरपुर continued
bkt,217,हरधौरपुर,link,,p104: last token 3 wraps onto p105; 346 joined across p104/p105
bkt,217,हरधौरपुर,link,,p105: first token 46 is tail of number wrapped from p104 (3+46 = 346); village 217 हरधौरपुर continued
bkt,217,हरधौरपुर,abadi,,p104: cell continues on p105
bkt,217,हरधौरपुर,abadi,,p105: village 217 हरधौरपुर continued
bkt,219,हिम्मतपुर,abadi,,"p105: note (signed, p105): नोट-1. उपरोक्त सूची में किसी प्रकार के विवाद की स्थिति में तहसीलदार बख्शी का तालाब, लखनऊ का निर्णय निबंधन के विषय में अंतिम होगा। 2. उपरोक्त सूची, मूल्यांकन सूचीदर 01.08.2025 का भाग होगा। (signed by तहसीलदार बख्शी का तालाब and उप जिलाधिकारी)"
malihabad,5,रुदान खेड़ा,abadi,,p1: digit unclear 284? (under tehsildar stamp); cell continues on next page
malihabad,5,रुदान खेड़ा,link,माल–भरावन,p1: cell continues on next page
malihabad,10,गौन्दा मुअज्जम नगर,abadi,,"p5: empty list entries ("", ,"") after 2373 and 2268 skipped"
malihabad,11,दनौर,abadi,,p5: cell continues on next page
malihabad,11,दनौर,link,,p5: cell continues on next page
malihabad,14,कटौली,nh,राष्ट्रीय राज्य मार्ग (आउटर रिंग रोड),p9: road named as राष्ट्रीय राज्य मार्ग (Outer Ring Road) in road column; may belong to nh
malihabad,14,कटौली,nh,राष्ट्रीय राज्य मार्ग (आउटर रिंग रोड),moved to nh: road named राष्ट्रीय राज्य मार्ग (आउटर रिंग रोड)
malihabad,14,कटौली,link,सम्पर्क मार्ग,p9: cell continues on next page
malihabad,14,कटौली,link,सम्पर्क मार्ग,p11: continuation of सम्पर्क मार्ग list from previous page (no label printed here)
malihabad,18,ढेढेमऊ,abadi,,p11: second sub-list labelled 'आबादी के नम्बर' starts at 2nd 699; cell continues on next page
malihabad,18,ढेढेमऊ,abadi,,p13: continuation of 'आबादी के नम्बर' sub-list
malihabad,18,ढेढेमऊ,link,,p11: cell continues on next page
malihabad,18,ढेढेमऊ,link,,p13: printed '3.6' read as 36?; '01' as printed
malihabad,19,तिलसुवा,abadi,,p13: second sub-list labelled 'आबादी के नम्बर' starts at 87
malihabad,19,तिलसुवा,link,,p13: missing comma between 43 and 66 in print
malihabad,20,पुरवा,abadi,,p13: second sub-list labelled 'आबादी के नम्बर' starts at 294
malihabad,23,कसमण्डी खुर्द,link,,p17: missing comma between 2296 and 2431 in print; cell continues on next page
malihabad,23,कसमण्डी खुर्द,link,,p19: continuation of unlabeled list from previous page
malihabad,23,कसमण्डी खुर्द,link,माल मार्ग से हटौली नहर रोड,p19: cell continues on next page (list ends with comma)
malihabad,23,कसमण्डी खुर्द,link,माल मार्ग से हटौली नहर रोड,p21: road continues from p19 (माल मार्ग से हटौली नहर रोड)
malihabad,24,देवरी भारत,abadi,,p21: 122 partly obscured by punch hole
malihabad,24,देवरी भारत,link,,p21: no road name printed
malihabad,25,मड़वाना,abadi,,p21: continues on next page
malihabad,25,मड़वाना,abadi,,"p23: continued from p21 (serial 25); commas missing in ""468 469"" and ""840 842"""
malihabad,25,मड़वाना,link,,p21: no road name printed; continues on next page
malihabad,25,मड़वाना,link,,"p23: continued from p21 (serial 25); no road name; comma missing in ""83 85"""
malihabad,26,रामपुर बस्ती,link,,p23: no road name printed
malihabad,27,बिराहिमपुर,link,,p23: no road name printed
malihabad,28,गढ़ी संजर खॉ,abadi,,p23: continues on next page
malihabad,28,गढ़ी संजर खॉ,abadi,,p25: continued from p23 (serial 28)
malihabad,28,गढ़ी संजर खॉ,link,,p23: no road name printed; continues on next page
malihabad,28,गढ़ी संजर खॉ,link,,p25: continued from p23 (serial 28); no road name
malihabad,29,रसूलपुर,abadi,,"p25: comma missing in ""237क 231ख"""
malihabad,29,रसूलपुर,link,,p25: no road name printed
malihabad,30,शहजादपुर,link,,p25: no road name printed
malihabad,31,गोड़वा,link,,p25: no road name printed
malihabad,32,कसमण्डी कलां,link,मुख्य मार्ग नवी पनाह अन्धे की चौकी,p25: continues on next page
malihabad,32,कसमण्डी कलां,link,मुख्य मार्ग नवी पनाह अन्धे की चौकी,p27: continued from p25 (serial 32); road continues from p25 (मुख्य मार्ग नवी पनाह अन्धे की चौकी)
malihabad,32,कसमण्डी कलां,link,कसमण्डी से मलिहाबाद मार्ग,p27: continued from p25 (serial 32)
malihabad,32,कसमण्डी कलां,link,कसमण्डी से मीठे नगर मार्ग,p27: continued from p25 (serial 32)
malihabad,35,पारा भदराही,abadi,,p27: continues on next page
malihabad,35,पारा भदराही,abadi,,"p29: continued from p27 (serial 35); comma missing in ""475 581"""
malihabad,35,पारा भदराही,link,,p27: no road name printed; continues on next page
malihabad,35,पारा भदराही,link,,p29: continued from p27 (serial 35); no road name
malihabad,36,जिन्दाना,abadi,,"p29: comma missing in ""120 30"""
malihabad,36,जिन्दाना,link,,p29: no road name printed
malihabad,37,बिशुनपुर,link,,p29: no road name printed
malihabad,38,मलहा,link,सिध्देश्वरी मंदिर को जाने वाला मार्ग,p29: continues on next page
malihabad,38,मलहा,link,सिध्देश्वरी मंदिर को जाने वाला मार्ग,p31: continued from p29 (serial 38); road continues from p29 (सिध्देश्वरी मंदिर को जाने वाला मार्ग)
malihabad,38,मलहा,link,आउटर रिंग रोड/किसान पथ,"p31: continued from p29 (serial 38); printed ""आउटर रिंग रोड/किसान पथ से लगें गाटा संख्या""; comma missing in ""470 469"""
malihabad,40,बहेलिया,link,कसमण्डी कला से बहेलिया जाने वाला मार्ग,p33: 87ब suffix printed as ब
malihabad,41,पिपरी कुराखर,link,पिपरी से पुरवा मार्ग,p35: continued from p33 (serial 41)
malihabad,42,बहरौरा,link,जनपदीय मार्ग माल - इटौंजा मार्ग से बहरौरा सम्पर्क मार्ग,p35: road name mentions जनपदीय मार्ग but listed in road column
malihabad,45,चन्दवारा,abadi,,"p37: comma missing in ""225 227"""
malihabad,45,चन्दवारा,link,,"p37: no road name printed; comma missing in ""254 30/340""; last printed as ""191300"" (no comma), read as 191 and 300"
malihabad,46,शाहमऊ,link,,p37: no road name printed
malihabad,47,नौबस्ता,link,,p37: no road name printed
malihabad,48,भंवर,link,,p37: no road name printed
malihabad,49,ऑट,abadi,,"p37: comma missing in ""136 196"""
malihabad,49,ऑट,link,,p37: no road name printed
malihabad,50,भुलसी,link,,p37: no road name printed; continues on next page
malihabad,50,भुलसी,link,,p39: continued from p37 (serial 50); no road name
malihabad,51,दुलारमऊ,link,,p39: no road name printed
malihabad,52,कुन्डरा खुर्द,link,,p39: no road name printed
malihabad,53,कुन्डरा कलां,link,,"p39: no road name printed; comma missing in ""58 114"""
malihabad,54,शेरपुर भौसा,link,,p39: no road name printed; continues on next page
malihabad,55,मलिहाबाद,abadi,,p41: cell continues on next page
malihabad,55,मलिहाबाद,abadi,,p43: continued from previous page
malihabad,55,मलिहाबाद,nh,एन.एच.आई.,moved to nh: road named एन.एच.आई.
malihabad,55,मलिहाबाद,link,हरदोई रोड से गल्लामंडी,"p43: printed "",,"" empty token after 1209/2805 skipped"
malihabad,59,कहला,link,,p43: cell continues on next page
malihabad,59,कहला,link,,p45: continued from previous page
malihabad,62,सैबसी,link,सम्पर्क मार्ग,"p47: ""96 93"" printed without comma, read as two numbers"
malihabad,63,सरथरा,link,सम्पर्क मार्ग,"p47: ""10"" at line end then ""382"" on next line with no comma; read as separate 10 and 382"
malihabad,64,थरी,abadi,,p47: cell continues on next page
malihabad,64,थरी,abadi,,p49: continued from previous page
malihabad,64,थरी,link,,p47: cell continues on next page
malihabad,64,थरी,link,,p49: continued from previous page
malihabad,66,दुगौली,link,,"p49: ""185 184"" printed without comma, read as two numbers"
malihabad,67,सालिहाबाद,link,,p49: 2227 printed as is (possibly 22 and 27 missing comma)
malihabad,68,टिकैतगंज,link,,"p51: cell has two unnamed blocks (second starts at 199), merged; ""269 243"" and ""240 239"" printed without commas"
malihabad,69,अल्लूपुर,abadi,,"p51: ""19 20"" and ""89""/""135"" printed without commas"
malihabad,69,अल्लूपुर,link,,"p51: ""154 155"" and ""133 86"" printed without commas"
malihabad,70,हबीबपुर,link,,p51: cell continues on next page
malihabad,70,हबीबपुर,link,,p53: continued from previous page
malihabad,73,वाजिद नगर,abadi,,p53: cell continues on next page
malihabad,73,वाजिद नगर,abadi,,p55: continued from previous page
malihabad,73,वाजिद नगर,link,,p53: cell continues on next page
malihabad,73,वाजिद नगर,link,,p55: continued from previous page
malihabad,75,ढखवा,link,,p55: cell continues on next page; 6066 printed as is
malihabad,75,ढखवा,link,,p57: continued from previous page
malihabad,76,गहदों,link,,"p57: cell continues on next page; 681683 printed as is (likely 681 and 683 missing comma); printed "",,"" empty token after 673 skipped"
malihabad,76,गहदों,link,,"p59: continued from previous page; printed "", ,"" empty token after 1140 skipped"
malihabad,79,नेजाभारी,link,,p59: cell continues on next page (61)
malihabad,79,नेजाभारी,link,,p61: verified p61
malihabad,80,सदरपुर,abadi,,p61: verified p61
malihabad,80,सदरपुर,link,,p61: verified p61
malihabad,81,फिरोजपुर,abadi,,p61: verified p61
malihabad,81,फिरोजपुर,link,,p61: verified p61
malihabad,82,मुजासा,abadi,,p61: empty entry between commas after 250 as printed; verified p61
malihabad,82,मुजासा,link,,p61: verified p61
malihabad,83,दौलतपुर,abadi,,"p61: ""60 69"" printed without comma; verified p61"
malihabad,83,दौलतपुर,link,,p61: verified p61
malihabad,84,भटपुरवा,abadi,,p61: verified p61
malihabad,84,भटपुरवा,link,,p61: verified p61
malihabad,85,मवई कलां,abadi,,"p63: ""844871"" printed as one token (likely 844, 871 missing comma); page starts with an empty table row; verified p63"
malihabad,85,मवई कलां,link,,p63: verified p63
malihabad,86,अटरिया,abadi,,p63: note in cell: गाटा संख्या 72 आबादी; verified p63
malihabad,86,अटरिया,link,,p63: verified p63
malihabad,87,मंझी निकरोजपुर,abadi,,p63: verified p63
malihabad,87,मंझी निकरोजपुर,link,,p63: continues on next page; verified p63
malihabad,87,मंझी निकरोजपुर,link,,p65: verified p65
malihabad,88,कनार,abadi,,p65: verified p65
malihabad,88,कनार,link,,p65: verified p65
malihabad,89,खालिसपुर,abadi,,p65: verified p65
malihabad,89,खालिसपुर,link,,p65: verified p65
malihabad,90,बेलगढ़ा,abadi,,p67: verified p67
malihabad,90,बेलगढ़ा,link,,p67: verified p67
malihabad,91,लोधौसी,abadi,,"p67: printed ""27,2 273"" read as 272, 273; verified p67"
malihabad,91,लोधौसी,link,,p67: verified p67
malihabad,92,खड़ता,abadi,,p67: verified p67
malihabad,92,खड़ता,link,,p67: verified p67
malihabad,93,दतली,abadi,,p67: verified p67
malihabad,93,दतली,link,,p67: continues on next page; verified p67
malihabad,94,मवई खुर्द,link,,"p69: ""80"" printed between 809 and 807 (possibly 808); empty entries between commas after 42 and 41"
malihabad,95,मीठे नगर,link,,p69: empty entry between commas after 626
malihabad,96,सहिलामऊ,abadi,,p69: continues on next page
malihabad,96,सहिलामऊ,abadi,,p71: continued from previous page
malihabad,96,सहिलामऊ,link,,p69: continues on next page
malihabad,96,सहिलामऊ,link,,p71: continued from previous page
malihabad,102,शालेह नगर,abadi,,p71: continues on next page
malihabad,102,शालेह नगर,abadi,,p73: continued from previous page
malihabad,102,शालेह नगर,link,,p71: continues on next page
malihabad,102,शालेह नगर,link,,p73: continued from previous page
malihabad,104,अटौरा,link,,"p73: ""320 321"" printed without comma"
malihabad,106,महदोइया,abadi,,p73: continues on next page
malihabad,106,महदोइया,abadi,,p75: continued from previous page
malihabad,106,महदोइया,link,,p73: continues on next page
malihabad,106,महदोइया,link,,p75: continued from previous page
malihabad,108,गोड़वा बरौकी,abadi,,"p75: ""686 791"" printed without comma"
malihabad,109,बहिर,abadi,,p77: page starts with an empty table row
malihabad,112,बसन्तपुर,link,,"p79: ""164 256"" printed without comma"
malihabad,114,मसीढ़ा हमीर,abadi,,p79: continues on next page
malihabad,114,मसीढ़ा हमीर,link,मुख्य मार्ग माल–मलिहाबाद,p79: continues on next page
malihabad,114,मसीढ़ा हमीर,link,मुख्य मार्ग माल–मलिहाबाद,p81: continues from p79 (serial 114 मसीढ़ा हमीर); road name from p79
malihabad,118,कमालपुर लोधौरा,link,,p83: cell continues on next page
malihabad,118,कमालपुर लोधौरा,link,,p85: continues from p83 (serial 118 कमालपुर लोधौरा)
malihabad,119,रायपुर,link,,"p85: printed ""322327"" with no comma (likely 322, 327)"
malihabad,120,बीरपुर,abadi,,p85: cell continues on next page
malihabad,120,बीरपुर,abadi,,p87: continues from p85 (serial 120 बीरपुर)
malihabad,120,बीरपुर,link,,p85: cell continues on next page
malihabad,120,बीरपुर,link,,p87: continues from p85 (serial 120 बीरपुर)
malihabad,121,भानपुर,abadi,,"p87: printed ""7082"" with no comma (likely 70, 82)"
malihabad,123,नवीपनाह,abadi,,"p87: empty token "", ,"" after 65 as printed; cell continues on next page"
malihabad,123,नवीपनाह,abadi,,"p89: continues from p87 (serial 123 नवीपनाह); ""2 4"" printed without comma; empty token "", ,"" after 783"
malihabad,123,नवीपनाह,link,,p87: cell continues on next page
malihabad,123,नवीपनाह,link,,"p89: continues from p87 (serial 123 नवीपनाह); digit unclear 907/1671? (overtyped); printed ""602604"" with no comma (likely 602, 604)"
malihabad,123,नवीपनाह,link,,p91: continues from p89 (serial 123 नवीपनाह)
malihabad,125,हसनापुर,abadi,,p91: cell continues on next page
malihabad,125,हसनापुर,abadi,,p93: continues from p91 (serial 125 हसनापुर)
malihabad,125,हसनापुर,link,,p91: cell continues on next page
malihabad,125,हसनापुर,link,,p93: continues from p91 (serial 125 हसनापुर)
malihabad,128,जिन्दौर,abadi,,p93: cell continues on next page
malihabad,128,जिन्दौर,abadi,,p95: continues from p93 (serial 128 जिन्दौर)
malihabad,128,जिन्दौर,nh,एन.एच.,"p93: printed in road column as ""एन.एच. पर स्थित गाटा संख्याएँ निम्नवत है""; cell continues on next page"
malihabad,128,जिन्दौर,nh,एन.एच.,"p95: continues from p93 (serial 128 जिन्दौर); printed in road column under ""एन.एच. पर स्थित गाटा"""
malihabad,128,जिन्दौर,link,मुसीबत गंज सम्पर्क मार्ग,p95: continues from p93 (serial 128 जिन्दौर)
malihabad,128,जिन्दौर,link,हरदोई रोड से दौलत पुर सम्पर्क मार्ग,p95: continues from p93 (serial 128 जिन्दौर)
malihabad,128,जिन्दौर,link,हरदोई रोड से लालू हार खड़ंजा मार्ग,p95: continues from p93 (serial 128 जिन्दौर)
malihabad,128,जिन्दौर,link,हरदोई रोड से जानकी नगर सम्पर्क मार्ग,p95: continues from p93 (serial 128 जिन्दौर)
malihabad,128,जिन्दौर,link,हरदोई रोड से लालता खेड़ा सम्पर्क मार्ग,p95: continues from p93 (serial 128 जिन्दौर)
malihabad,128,जिन्दौर,link,हरदोई रोड से तिरगवां सम्पर्क मार्ग,p95: continues from p93 (serial 128 जिन्दौर)
malihabad,128,जिन्दौर,link,गदिया खेड़ा से राम नगर सम्पर्क मार्ग,p97: continues from p95 (serial 128 जिन्दौर)
malihabad,128,जिन्दौर,link,हरदोई रोड से गदियन खेड़ा सम्पर्क मार्ग,p97: continues from p95 (serial 128 जिन्दौर)
malihabad,129,मोहम्मद नगर तालुकेदारी,link,,"p97: ""116 304"" printed without comma"
malihabad,131,नई बस्ती धनेवा,link,,"p99: ""190 189"" printed without comma; 4193 as printed (likely 193); cell continues on next page"
malihabad,131,नई बस्ती धनेवा,link,,p101: continues from p99 (serial 131 नई बस्ती धनेवा)
malihabad,135,टिकरी खुर्द,link,सम्पर्क मार्ग,p103: continues from p101
malihabad,136,सरावां,nh,एन.एच.,"p103: ""520 526"" printed without comma"
malihabad,140,जमोलिया,link,दिलावर नगर से ससपन मार्ग,p105: 2725 as printed
malihabad,140,जमोलिया,link,रहीमाबाद से जमोलिया मार्ग,p105: 18187 as printed (5 digits)
malihabad,141,खड़ौहॉ,nh,लखनऊ हरदोई पक्की सड़क राज्य मार्ग,p105: state highway (राज्य मार्ग) in road column; mapped to nh
malihabad,141,खड़ौहॉ,link,लखनऊ हरदोई रोड चिहुटा,"p105: ""683 689"" printed without comma"
malihabad,141,खड़ौहॉ,link,लखनऊ हरदोई रोड से चिहुटा पर खड़ौहॉ पक्की सड़क,p105: cell continues on next page
malihabad,141,खड़ौहॉ,link,लखनऊ हरदोई रोड से चिहुटा पर खड़ौहॉ पक्की सड़क,p109: continues from p105/p107; road name from p105
malihabad,141,खड़ौहॉ,link,खड़ौहॉ से बांक व पहाड़पुर जाने वाली पक्की सड़क,"p109: ""2340 2338"" printed without comma"
malihabad,141,खड़ौहॉ,link,,p109: unlabeled group on new line after खड़ौहॉ से बांक व पहाड़पुर road list (road unclear; may belong to it)
malihabad,142,अऊमऊ,link,,p109: cell continues on next page
malihabad,142,अऊमऊ,link,,"p111: continues from p109; ""143 144"" printed without comma"
malihabad,143,आदमपुर,link,,"p111: ""133,1 34"" read as 133;134"
malihabad,144,कोलवा भनौरा,abadi,,"p111: last token ""41"" runs into cell border, possibly truncated"
malihabad,144,कोलवा भनौरा,link,,"p111: ""126,1 37"" and ""176,1 94"" read as 126;137 and 176;194"
malihabad,148,सुल्तानपुर,abadi,,"p113: ""88"" as printed (sequence suggests 188?)"
malihabad,151,घुसौली,link,,"p113: ""390 391"" printed without comma"
malihabad,152,गुमसेना,abadi,,p113: ends with trailing comma; may continue on next page
malihabad,152,गुमसेना,link,,p113: 3328 as printed (4 digits); cell continues on next page
malihabad,152,गुमसेना,link,,p115: continues from p113
malihabad,155,रनीपारा,link,,"p115: ""492 493"" printed without comma"
malihabad,156,हमिरापुर,abadi,,p115: cell continues on next page
malihabad,156,हमिरापुर,abadi,,p117: continues from p115
malihabad,156,हमिरापुर,link,,p115: cell continues on next page
malihabad,156,हमिरापुर,link,,p117: continues from p115
malihabad,157,सहिजना,link,,"p117: ""1173 1172 1171"" printed without commas"
malihabad,158,तरौना,link,,"p117: ""290 291"" printed without comma; cell continues on next page"
malihabad,158,तरौना,link,,p119: continues from p117
malihabad,159,फतेहपुर,abadi,,"p119: ""8"" and ""09"" as printed"
malihabad,160,कैथुलिया,link,,"p119: ""01"" as printed"
malihabad,161,तिलन,abadi,,"p119: ""640 430"" printed without comma; cell ends with comma, may continue on p121"
malihabad,161,तिलन,abadi,,p121: continues from previous page
malihabad,161,तिलन,link,,"p119: cell ends with comma, continues on p121"
malihabad,161,तिलन,link,,p121: continues from previous page
malihabad,163,मुडियारा,link,,"p121: ""-1054"" printed with leading dash"
malihabad,164,सिसवारा,link,गहदो मार्ग,"p123: second ""गहदो मार्ग"" entry in same cell (road name printed twice)"
malihabad,166,बड़खोरवा,link,,p123: cell continues on next page
malihabad,166,बड़खोरवा,link,,p125: continues from previous page
malihabad,167,ससपन,abadi,,"p125: ""544 545"" printed without comma; cell continues on next page"
malihabad,167,ससपन,abadi,,p127: continues from previous page
malihabad,168,गोपालपुर,link,,"p127: printed ""31,2 314"" (read as 312?)"
malihabad,169,ऑट गढ़ी सौरा,link,,"p127: ""1471 1472"" and ""1701 1700"" printed without comma; cell continues on next page"
malihabad,169,ऑट गढ़ी सौरा,link,,p129: continues from previous page
malihabad,173,रहटा,abadi,,p129: cell ends with comma; may continue on next page
malihabad,173,रहटा,nh,गहदों से रहीमाबाद राजमार्ग,p129: cell continues on next page
malihabad,173,रहटा,nh,गहदों से रहीमाबाद राजमार्ग,p131: continues from previous page; road name from p129
malihabad,173,रहटा,nh,गहदों से रहीमाबाद राजमार्ग,moved to nh: road named गहदों से रहीमाबाद राजमार्ग
malihabad,178,मनकौटी,abadi,,p131: cell continues on next page
malihabad,178,मनकौटी,abadi,,p133: continues from previous page
malihabad,178,मनकौटी,link,,p131: cell continues on next page
malihabad,178,मनकौटी,link,,p133: continues from previous page
malihabad,179,रघुरामपुर,abadi,,p133: cell text (no numbers): गैर आबाद
malihabad,181,कुकरा,link,,"p133: ""139 141"" and ""345 354"" printed without comma"
malihabad,182,बरी जलालपुर,abadi,,"p133: ""153 154"" printed without comma"
malihabad,184,बख्त्यार नगर,abadi,,p135: cell continues on next page
malihabad,184,बख्त्यार नगर,abadi,,"p137: continues from previous page; ""521 522"" printed without comma"
